X,Y,Z,Al_%,Si_%,S_%,K_%,Ca_%,Ti_%,V_%,Mn_%,Fe_%,Ni_%,Cu_%,Zn_%,As_%,Y_%,Sr_%,Zr_%,Pb_%,Rb_%,Bi_%,U_%,Co_%
6,4.8,2.439,5.469,5.7552,0,1.1416,7.5431,0.163,0.4731,0.4463,0.8233,0.027,0.0056,0.0044,0.0022,0.0134,0.0267,0.004,0.0092,0,0,0.0639,0.0073
6.2,4.8,2.439,5.6927,5.3628,0.0131,1.0813,8.5284,0.1314,0.2875,0.5027,0.7913,0.0247,0,0.0067,0.0075,0.019,0.0114,0.0274,0.0109,0.0184,0.024,0.0362,0.0046
6.4,4.8,2.439,14.6295,7.3765,0,1.1171,7.2136,0.0993,0.1883,0.378,0.7178,0.0191,0,0,0.007,0.0232,0.0057,0.0147,0.0213,0.0042,0.012,0.0506,0.0001
6.6,4.8,2.439,0.3384,5.4949,0.0023,1.0221,9.1928,0.1258,0.1898,0.5807,0.9301,0.0152,0,0.0096,0.0208,0.0029,0.0512,0.0136,0.0086,0.0136,0,0.1351,0.0026
6.8,4.8,2.439,8.967,2.3103,0,0.9042,9.1988,0.1245,0.1085,0.4906,0.7563,0.0156,0,0.0047,0,0.0193,0.0094,0.016,0.0194,0.006,0.0173,0.0666,0.0053
7,4.8,2.439,11.0416,5.9127,0,1.0393,8.0373,0.1003,0.108,0.4095,0.7565,0.016,0,0.0117,0.0006,0.0078,0.0182,0.0227,0.013,0.0041,0.0181,0.0867,0.0017
7.2,4.8,2.439,4.9319,4.8804,0,1.0512,8.3847,0.1614,0.1165,0.5146,0.954,0.0203,0,0.0042,0.0081,0.0228,0.0178,0.0228,0.0236,0.0061,0.0154,0.0479,0.0074
7.4,4.8,2.439,3.7581,5.4176,0,0.6562,8.5238,0.0919,0.0521,0.4942,0.5979,0.012,0,0.005,0.008,0.0186,0.0311,0.0311,0.0101,0.0177,0.0254,0.0271,0.0047
7.6,4.8,2.439,10.5091,1.978,0,0.7462,9.6885,0.0989,0.0517,0.4797,0.7188,0.0099,0.0025,0.0028,0.005,0,0.0029,0.017,0.0076,0.0095,0.019,0.0502,0.0029
7.8,4.8,2.439,0,2.681,0,0.9457,9.4687,0.1562,0.0837,0.6691,0.9722,0.0139,0,0.0034,0.0065,0.0218,0.0167,0.0261,0.0238,0.016,0.0205,0.0394,0.0021
8,4.8,2.439,2.1653,3.2804,0,0.8385,9.7814,0.1289,0.0465,0.5662,0.9371,0,0,0.0089,0.0058,0.0243,0.0092,0.0326,0.0103,0.005,0.0082,0.1095,0.0047
8.2,4.8,2.439,7.9669,3.5192,0.0338,0.9057,9.8458,0.0858,0.038,0.4817,0.7082,0.0076,0,0.007,0,0.0137,0.0262,0.0139,0.0142,0.012,0.0154,0.1036,0.0035
8.4,4.8,2.439,5.5547,4.8379,0,0.9066,8.9282,0.1028,0.0468,0.477,0.9074,0.0125,0,0.0083,0.0044,0.0333,0,0.0276,0.0131,0.0094,0.0277,0.0519,0.0047
8.6,4.8,2.439,5.463,4.3807,0,0.9018,9.3183,0.1213,0.0402,0.4971,0.7922,0.0077,0,0.0043,0,0.0228,0.0145,0.0397,0.0183,0,0.0263,0.0281,0.0035
8.8,4.8,2.439,10.7388,5.8708,0.0565,0.946,8.6373,0.1125,0.0343,0.4285,0.6559,0.0052,0,0.0045,0.0028,0.0113,0.0197,0.0127,0.0105,0.0034,0.0119,0.0531,0.0028
9,4.8,2.439,8.1482,6.6158,0.0343,1.1737,6.941,0.1436,0.0373,0.3956,0.9433,0.0109,0.0035,0.0061,0,0.0081,0.0115,0,0.02,0.0076,0.0064,0.1373,0.0005
9.2,4.8,2.439,0,7.4796,0,1.3016,6.6259,0.1949,0.041,0.4698,1.2404,0.0089,0.0019,0.0081,0.0011,0.0251,0.0164,0.0121,0.025,0.0031,0.0234,0.117,0.0045
9.4,4.8,2.439,7.0548,6.6998,0,1.1276,7.0095,0.1516,0.0312,0.3711,0.9641,0.0037,0,0.0062,0,0.0263,0,0.0174,0.0142,0.0068,0.0179,0.0679,0
9.6,4.8,2.439,3.9344,5.4286,0,1.1085,7.3617,0.1993,0.0262,0.4183,1.1423,0.0136,0,0.0215,0,0.0191,0.0218,0.0182,0.0314,0,0,0.0924,0.003
9.8,4.8,2.439,15.6704,7.5692,0.0681,0.9809,8.5555,0.1185,0.0158,0.337,0.6809,0.0064,0,0.0094,0,0.0087,0.0029,0.0145,0.0088,0.0067,0.0179,0.0693,0
0,5,2.439,10.296,2.5245,2.5912,0.598,9.2639,0.0654,0.0454,0.3574,0.5013,0.0022,0.0053,0,0,0.0139,0.0131,0.0088,0.0141,0.0078,0.0088,0.0269,0
0.2,5,2.439,10.998,4.5146,3.0068,0.6715,8.958,0.0899,0.0448,0.3682,0.5052,0.003,0.0051,0,0,0.0043,0.016,0.0166,0.0089,0.0172,0.0056,0.0413,0.0015
0.4,5,2.439,1.7281,0.281,2.6846,0.577,9.9222,0.1032,0.0654,0.4936,0.6748,0.0092,0,0.0051,0.0095,0,0.0311,0.002,0.0233,0.0193,0.0261,0.1036,0.0038
0.6,5,2.439,0,1.9913,2.1974,0.6262,10.1358,0.0899,0.0739,0.5381,0.7344,0.007,0,0.0146,0.0034,0.0078,0.0357,0.0445,0.0165,0.0109,0.0403,0.0729,0
0.8,5,2.439,7.3003,3.3351,2.5066,0.6273,9.8392,0.0696,0.0555,0.4152,0.4722,0.0113,0,0.0094,0.0039,0.0104,0.0315,0.0265,0.0142,0.0207,0.0129,0.1188,0.0057
1,5,2.439,0,3.7382,2.248,0.7347,10.0329,0.1323,0.0873,0.5009,0.6857,0.0147,0.0026,0.0038,0,0.0224,0.0299,0.019,0.0394,0.0092,0.0239,0.1588,0.0019
1.2,5,2.439,11.0101,3.4683,2.2726,0.7063,8.9352,0.0747,0.074,0.3679,0.513,0.0099,0.0029,0.0035,0,0.0158,0.0102,0.0183,0.0141,0.0092,0.0157,0.0783,0.0033
1.4,5,2.439,0,3.497,2.5631,0.7751,8.8189,0.1011,0.1689,0.4805,0.7859,0.0206,0,0.0128,0.0157,0.0094,0.0255,0.0193,0.0226,0.0042,0.0496,0.1455,0.0069
1.6,5,2.439,0.6541,5.8483,0.9909,1.0403,6.4677,0.1146,0.3073,0.4597,1.1051,0.0215,0,0.0115,0.0096,0.0115,0.0285,0.0079,0.0279,0.0149,0.0088,0.0378,0.0093
1.8,5,2.439,2.2779,5.0722,0.0827,1.2549,5.6302,0.183,0.5139,0.5085,1.1843,0.0169,0,0.0056,0.0069,0.0142,0.0165,0.0116,0.0244,0.012,0.0207,0.0659,0.0156
2,5,2.439,1.0667,5.3576,0.1934,1.1226,4.7066,0.1539,1.0686,0.3966,1.1894,0.0344,0.0124,0.0139,0.0115,0.0298,0.0113,0.0318,0.0203,0.0027,0.0324,0.1982,0.008
2.2,5,2.439,15.9446,8.9693,0.1025,1.0544,4.9837,0.1211,0.5338,0.2831,0.8712,0.0184,0.0137,0.0094,0.0166,0.0162,0.0245,0.0147,0.0084,0.0014,0.0135,0.1496,0.0054
2.4,5,2.439,1.6814,4.299,0,0.9181,5.2353,0.1289,0.6156,0.3406,1.0138,0.0478,0.0179,0.0113,0.0165,0.0183,0.0136,0.0343,0.0193,0.0017,0.016,0.1708,0.001
2.6,5,2.439,9.9446,4.8165,0.3393,1.0886,6.9132,0.1204,0.7064,0.3109,0.8069,0.0325,0.0061,0.0064,0.0467,0.0092,0.024,0.0199,0,0.0113,0.0314,0.06,0.0054
2.8,5,2.439,5.4078,4.0788,0.3697,1.1344,8.4626,0.1243,0.9618,0.4247,0.7548,0.0537,0.0136,0.0087,0.046,0.0145,0.0238,0.0129,0.0492,0.0062,0.0198,0.054,0.01
3,5,2.439,4.2777,3.4686,0.0052,0.9726,8.1531,0.1577,1.1673,0.387,0.7582,0.0818,0.0177,0.0046,0.0729,0.0451,0.0203,0.0127,0,0.0042,0,0.0507,0.0114
3.2,5,2.439,5.9888,5.1873,0,1.2349,7.6668,0.1424,1.4502,0.348,0.7275,0.2552,0.0439,0.0073,0.0988,0.0231,0.0201,0.0319,0.0371,0.0097,0,0.1261,0.027
3.4,5,2.439,0,3.5484,0.0303,0.9724,8.7876,0.1592,1.7127,0.4612,0.9118,0.3694,0.1484,0.0085,0.1161,0.0102,0.0723,0.027,0.1872,0.0234,0.0195,0.1412,0.034
3.6,5,2.439,0,2.4539,0.0307,1.0809,7.6878,0.1662,1.9843,0.4732,1.0306,0.4175,0.5091,0.0105,0.183,0.026,0.0252,0.0699,0.3136,0.0242,0.012,0.1109,0.0359
3.8,5,2.439,5.9768,3.3492,0.0276,1.0323,7.4903,0.1321,1.67,0.351,0.7373,0.3517,0.9957,0.0057,0.1055,0.0176,0.0376,0.0265,0.2885,0.0099,0.0077,0.0804,0.0287
4,5,2.439,0,3.3629,0,1.0684,8.0861,0.191,1.9477,0.452,0.9741,0.4263,0.3454,0.0092,0.1751,0.0217,0.0408,0.0558,0.2235,0.0233,0,0.1068,0.0391
4.2,5,2.439,3.2465,4.2052,0,1.1411,7.5255,0.1405,1.3853,0.3615,0.9381,0.2365,0.0834,0.0074,0.1325,0.0203,0.0249,0.03,0.095,0.0027,0.0152,0.083,0.0289
4.4,5,2.439,5.6569,4.5419,0,1.3179,6.2524,0.213,1.3184,0.2862,1.063,0.2214,0.046,0.0089,0.1097,0.0144,0.0128,0.0275,0.0377,0.0068,0.0252,0.085,0.0301
4.6,5,2.439,4.1439,5.464,0,1.1727,7.8152,0.1584,1.2743,0.3383,0.8175,0.2301,0.0277,0.0049,0.1233,0.0053,0.0257,0.017,0.0298,0.0184,0.0083,0.0855,0.0244
4.8,5,2.439,7.7946,5.9109,0.042,1.0496,8.788,0.1085,0.8992,0.3397,0.6582,0.1024,0.0162,0.0077,0.109,0.0175,0.0193,0.012,0.034,0.0204,0.0188,0.1412,0.0174
5,5,2.439,11.7155,6.1224,0.0091,1.175,7.3959,0.1381,0.7955,0.3112,0.7786,0.0563,0.0127,0.007,0.0753,0.0184,0.0085,0.0106,0.0153,0.0066,0.0123,0.0725,0.0041
5.2,5,2.439,4.3989,4.6956,0.0461,1.0894,8.1302,0.128,0.9952,0.4349,0.8102,0.0862,0.0307,0.0092,0.0773,0.0247,0.0108,0.0201,0.0253,0,0.0176,0.0862,0.0097
5.4,5,2.439,4.4946,3.3803,0.0592,1.0422,8.8818,0.1196,1.1558,0.4504,0.6899,0.1075,0.0676,0.0049,0.0582,0,0.0133,0.0248,0.0507,0.0185,0.0247,0.3119,0.0083
5.6,5,2.439,9.5042,4.6879,0,1.0922,8.2637,0.2183,1.2937,0.3798,0.5774,0.0526,0.1368,0.0187,0.094,0.0369,0.0107,0.0242,0.0506,0,0.0139,0.5828,0.0107
5.8,5,2.439,6.0137,4.679,0,1.1808,6.9008,0.1415,0.923,0.4281,0.8472,0.0327,0.0127,0.0049,0,0.0223,0.0107,0.0159,0.0332,0.0058,0,0.0778,0.0105
6,5,2.439,11.0231,6.3164,0.1128,1.1228,7.2434,0.1153,0.4353,0.3856,0.7475,0.0257,0.0048,0,0.0104,0.006,0.0066,0.0212,0.0126,0.0102,0.0133,0.0888,0.0059
6.2,5,2.439,12.2595,5.7645,0,1.0578,7.9247,0.1094,0.2741,0.4107,0.6685,0.0223,0,0,0.0069,0.0045,0.0183,0.0124,0,0.003,0.0154,0.1214,0.0044
6.4,5,2.439,7.9373,6.2266,0,1.1117,7.8021,0.1147,0.2154,0.4244,0.7596,0.026,0,0.0092,0,0.0137,0.026,0.0156,0.0144,0.0089,0,0.0089,0.0084
6.6,5,2.439,0,4.8366,0,1.0092,8.9852,0.1758,0.2156,0.5696,1.0309,0.0324,0,0.0068,0.0145,0.0194,0.0123,0,0,0.0063,0.0124,0.1642,0.0068
6.8,5,2.439,6.8626,4.7692,0,0.993,9.1084,0.3151,0.1425,0.5018,0.7396,0.0107,0,0.0052,0.0049,0.0038,0.0353,0.0239,0.0149,0.0127,0.0267,0.0778,0.0085
7,5,2.439,6.4382,5.2672,0,1.1269,8.2962,0.1421,0.1309,0.4574,0.7614,0.0136,0.0039,0.0109,0,0.0228,0.0203,0.0181,0.0137,0.0034,0.0274,0.0552,0
7.2,5,2.439,0,5.4348,0.062,1.0545,8.5851,0.1405,0.1453,0.6265,1.0445,0.0187,0,0.0075,0.0063,0.0133,0.0309,0.0359,0.0249,0.0091,0.0206,0.1493,0.0039
7.4,5,2.439,0.5655,3.7556,0,0.992,8.9016,0.1605,0.1437,0.6163,1.1495,0.0115,0.0051,0.0172,0.0013,0.0329,0.017,0.0454,0.0584,0.012,0.0286,0.1812,0.0081
7.6,5,2.439,5.5508,3.4078,0.0433,0.8295,9.6542,0.1067,0.0634,0.529,0.7494,0.008,0,0.0132,0.0102,0.024,0.0114,0.0124,0,0.0046,0.0103,0.0485,0.0019
7.8,5,2.439,8.6309,5.5273,0,0.8382,9.4937,0.1528,0.0462,0.4469,0.6161,0.0092,0.0016,0.0026,0,0.0236,0.0084,0.0123,0.0141,0.0043,0,0.0695,0.0022
8,5,2.439,12.8685,3.2121,0,0.8752,9.0503,0.1,0.0405,0.4593,0.5926,0.0065,0.0031,0.006,0.0067,0.0113,0.0215,0.0102,0.0175,0.0141,0.0141,0.0528,0.0059
8.2,5,2.439,14.2805,2.6353,0,0.8694,9.3136,0.0849,0.0365,0.4345,0.593,0.009,0,0.0071,0,0.0161,0.0129,0.0057,0.0056,0.0127,0.0145,0.0325,0.005
8.4,5,2.439,10.0258,6.3803,0.0124,0.9613,8.821,0.0916,0.0421,0.4148,0.6428,0.0117,0,0.0074,0.0033,0.0223,0.0082,0.0222,0.0119,0,0.0206,0.0907,0.004
8.6,5,2.439,0.5989,3.423,0,0.9249,8.7723,0.1582,0.0755,0.6056,1.1347,0.0075,0.0031,0.013,0,0.0169,0.0255,0.0186,0,0.0152,0.0222,0.0799,0.0047
8.8,5,2.439,7.0463,5.101,0.1397,0.9721,9.1945,0.1208,0.0388,0.477,0.6669,0.0046,0.0065,0.0086,0,0.0242,0,0.0028,0.0062,0.0064,0.0303,0.0604,0.0017
9,5,2.439,10.6323,5.7904,0.0365,0.95,8.6762,0.1157,0.0302,0.4126,0.6398,0.0058,0.0011,0.005,0.0038,0.0148,0.0097,0.02,0.0034,0,0.0065,0.0462,0.0048
9.2,5,2.439,8.3783,9.2511,0,1.149,7.2114,0.1303,0.0326,0.3579,0.8253,0.0047,0,0.008,0.0029,0.015,0.0041,0.025,0.021,0.0055,0.0067,0.041,0.0019
9.4,5,2.439,0,4.8505,0.0442,1.2514,6.6739,0.2345,0.0411,0.4997,1.2824,0.0055,0,0.0112,0.0072,0.0316,0.0114,0.037,0.0058,0.0099,0,0.1038,0.0013
9.6,5,2.439,9.1345,9.7376,0.0951,1.2621,4.8899,0.1681,0.0352,0.2892,1.2235,0.0047,0.0022,0.0043,0,0,0.0092,0.0165,0.0108,0.007,0.0085,0,0.0019
9.8,5,2.439,4.7194,6.4319,0,1.0605,8.1866,0.1643,0.0174,0.4109,0.8823,0.0038,0.003,0.0101,0.0051,0.0029,0.0038,0.0071,0.0055,0.0159,0.0094,0.0601,0
0,5.2,2.439,0.2493,3.4252,2.2614,0.6504,9.8608,0.0851,0.0521,0.4871,0.7319,0.0149,0,0,0,0.0388,0.0126,0.0276,0.0151,0,0.017,0.0499,0.0036
0.2,5.2,2.439,12.7204,0.5103,2.2927,0.6452,9.4272,0.0721,0.0452,0.3646,0.5073,0.0157,0,0.0034,0.002,0.0116,0.0138,0,0.0125,0.0047,0.0098,0.0723,0.0016
0.4,5.2,2.439,4.6962,2.4346,2.5536,0.6549,9.3305,0.0936,0.0563,0.4087,0.7447,0.0077,0,0,0.0102,0.0269,0.0314,0.0103,0,0.0042,0.0195,0.0468,0
0.6,5.2,2.439,3.845,2.7497,2.7432,0.6542,9.6251,0.0935,0.067,0.4462,0.5951,0.0091,0,0.007,0.0075,0.0022,0.0213,0.0391,0.0115,0.0181,0,0.0861,0.0042
0.8,5.2,2.439,0,2.4247,2.2049,0.6621,9.8549,0.1102,0.0754,0.524,0.7193,0.013,0,0.0072,0.007,0.0276,0.0187,0.0274,0,0.0115,0.0203,0.0325,0.006
1,5.2,2.439,5.3455,4.2244,1.9504,0.6456,9.6394,0.0949,0.0711,0.4474,0.5818,0.0072,0.0021,0,0.0056,0.0136,0.0046,0.0182,0.0144,0,0.0146,0.0286,0
1.2,5.2,2.439,15.3005,3.6462,1.8616,0.7928,8.7481,0.0737,0.0813,0.3716,0.473,0.0071,0.003,0.005,0,0.0169,0,0.0138,0.0112,0.0087,0.0219,0.0607,0.0019
1.4,5.2,2.439,0,3.9926,1.7243,0.9053,8.2266,0.127,0.1723,0.4946,0.9116,0.0167,0,0.0046,0.0043,0.004,0.0192,0.0131,0.0144,0.0022,0.0104,0.1335,0.0065
1.6,5.2,2.439,2.7015,4.88,0.0664,1.1454,6.8398,0.202,0.3115,0.5177,1.1312,0.036,0.0035,0.0078,0.0084,0.0185,0.0154,0.0052,0.0077,0.0019,0.0278,0.1547,0.0123
1.8,5.2,2.439,0,5.2583,0.0487,1.3659,5.4348,0.2293,0.4918,0.5226,1.5541,0.04,0.0032,0.0075,0.0181,0.0046,0.0425,0.0257,0.0185,0.0024,0.012,0.165,0.0072
2,5.2,2.439,0,5.4518,0.0673,1.2431,5.2066,0.1826,1.1449,0.449,1.3388,0.0486,0.0111,0.0146,0.0242,0.0176,0.0056,0.0194,0.0083,0.0035,0.0252,0.3055,0.0042
2.2,5.2,2.439,4.3011,4.7233,0.1612,1.1539,4.0246,0.1776,0.5488,0.325,1.6265,0.0406,0.0075,0,0.0332,0.0145,0.0235,0.0089,0.0231,0,0.0057,0.1802,0.0108
2.4,5.2,2.439,4.033,2.6706,0,1.0277,5.7378,0.1587,0.7604,0.358,0.7685,0.039,0.0387,0.0074,0.0304,0.0162,0.0099,0.0115,0.0082,0.0155,0.023,0.068,0.0042
2.6,5.2,2.439,0,3.9183,0.0359,1.1711,8.3842,0.2314,1.1091,0.506,0.9952,0.0645,0.0262,0.0161,0.0567,0.022,0.0241,0.0369,0.0217,0,0.031,0.164,0.0049
2.8,5.2,2.439,0,2.215,0,0.9266,9.8341,0.1275,1.2045,0.5838,0.863,0.0978,0.0268,0.0217,0.0836,0.0058,0.0205,0.0442,0.0561,0.0144,0.0225,0.0404,0.0166
3,5.2,2.439,9.5466,4.4331,0,1.0602,8.3356,0.1285,0.8469,0.3578,0.6803,0.047,0.0121,0.0033,0.0481,0.0079,0.02,0.0076,0.0547,0.0134,0.0128,0.073,0.0036
3.2,5.2,2.439,9.05,6.2212,0,1.132,7.2331,0.1976,1.1277,0.3022,0.7105,0.1657,0.0243,0.0113,0.0504,0.0062,0.0341,0.0209,0.0363,0.0074,0.0209,0.1055,0.0119
3.4,5.2,2.439,16.7594,5.5874,0,1.1015,7.044,0.1586,1.0398,0.2386,0.6527,0.1547,0.0422,0.0049,0.0656,0.0135,0.0144,0.0187,0.0434,0.0063,0,0.056,0.017
3.6,5.2,2.439,12.5994,4.4683,0.0288,1.0601,7.3496,0.1499,1.0626,0.2829,0.7012,0.1863,0.0817,0.0057,0.0849,0.0204,0.0343,0.0146,0.0634,0.0049,0.0158,0.0927,0.0196
3.8,5.2,2.439,10.6146,4.5101,0.2708,1.0802,7.3654,0.1161,1.1253,0.2777,0.6984,0.1808,0.0868,0.0086,0.0773,0.0074,0.032,0.0166,0.1108,0.0191,0.0121,0.0583,0.0149
4,5.2,2.439,0.6613,4.8842,0,1.1526,7.823,0.1559,1.532,0.4284,0.9776,0.2484,0.1003,0,0.1455,0.0196,0.0485,0.0213,0.0721,0,0,0.1675,0.0263
4.2,5.2,2.439,4.0728,3.4348,0.0171,1.1178,7.823,0.1419,1.3496,0.3508,0.9089,0.2063,0.0659,0.0139,0.1357,0.0079,0.0205,0.0225,0.0631,0.0081,0.0363,0.1392,0.0274
4.4,5.2,2.439,4.7778,4.8511,0,1.2461,7.1615,0.1475,1.3568,0.317,0.8569,0.2073,0.0282,0,0.122,0.0143,0.0169,0.0551,0.0556,0.0153,0.0136,0.0332,0.019
4.6,5.2,2.439,1.1483,3.8482,0,1.097,7.9333,0.1688,1.4566,0.3871,0.9776,0.2636,0.0249,0.0091,0.1308,0.0108,0.0155,0.0632,0.0298,0.012,0.0142,0.0883,0.024
4.8,5.2,2.439,15.3945,4.8436,0.0566,1.176,7.5863,0.1082,0.8328,0.2916,0.6894,0.0583,0.0096,0.0026,0.097,0.0158,0.0171,0.0167,0.0159,0.0057,0.0085,0.0231,0.0036
5,5.2,2.439,2.6765,4.758,0,1.2558,7.7296,0.1558,1.0271,0.4161,1.0034,0.0799,0.0136,0,0.1091,0.0047,0.0351,0.0138,0.0265,0.013,0.0158,0.077,0.0046
5.2,5.2,2.439,3.1811,4.6572,0,1.2415,6.8162,0.1566,1.0238,0.4216,1.174,0.0872,0.028,0.0077,0.0891,0.0084,0.0178,0.0326,0.0343,0.0171,0.0446,0.0539,0.0096
5.4,5.2,2.439,7.1901,4.8917,0,1.2593,7.4324,0.1397,1.1076,0.3607,0.7713,0.0806,0.0402,0.0088,0.0409,0.0167,0.0156,0.0151,0.0291,0.0031,0.01,0.2704,0.0102
5.6,5.2,2.439,7.3929,5.2791,0,0.9502,8.7521,0.088,0.953,0.4166,0.521,0.0214,0.0106,0.0072,0.0244,0.0131,0.0148,0.036,0.0112,0.0061,0.0199,0.1055,0.0035
5.8,5.2,2.439,6.9312,5.9095,0,1.2416,7.1518,0.1166,0.7347,0.4299,0.7167,0.0288,0,0.0049,0.0102,0.0169,0,0.0244,0,0.0066,0.0097,0.0778,0.0074
6,5.2,2.439,10.6242,6.8907,0,1.0971,7.7758,0.1179,0.4168,0.3935,0.7291,0.0263,0.0038,0.0036,0.0052,0.0052,0,0.0354,0.0219,0.0042,0.0145,0.117,0.0039
6.2,5.2,2.439,5.7014,5.7175,0,1.0386,8.3121,0.1219,0.288,0.4875,0.8305,0.02,0.004,0.0082,0.0028,0.0026,0.0201,0.0257,0.0175,0.016,0.0187,0.1128,0.0023
6.4,5.2,2.439,2.6902,4.856,0,1.0101,8.6021,0.1422,0.2498,0.5651,0.9175,0.0278,0,0.0075,0.0052,0.0272,0.0452,0.0197,0.0208,0.0134,0,0.1715,0.0057
6.6,5.2,2.439,0,4.6463,0.0506,0.9751,9.6619,0.1491,0.189,0.6335,0.9038,0.031,0.0032,0.0097,0.0134,0.0092,0.0504,0.0231,0,0.0212,0.014,0.0891,0.0107
6.8,5.2,2.439,14.2675,5.0118,0.0424,0.9795,8.8724,0.0894,0.1013,0.4198,0.5998,0.012,0,0,0.0084,0.0159,0.0115,0.0185,0.0233,0.0051,0.0103,0.074,0.003
7,5.2,2.439,3.1846,5.3554,0,1.0431,8.9393,0.1437,0.1164,0.54,0.7754,0.0113,0,0.0058,0,0.0141,0.0119,0.0085,0,0,0.0089,0.0596,0.003
7.2,5.2,2.439,7.6799,4.8992,0.0315,0.9994,8.7136,0.1176,0.0823,0.4667,0.7585,0.0091,0,0.0048,0.0031,0.0051,0.0069,0.0162,0.035,0.0113,0.0118,0.0877,0.0048
7.4,5.2,2.439,0,4.4928,0.0305,0.9603,9.4279,0.1289,0.0774,0.6075,0.9529,0.0189,0.0023,0.0061,0.002,0.0279,0.0173,0.028,0.0089,0.0215,0.0251,0.06,0.0022
7.6,5.2,2.439,1.1523,2.975,0.059,0.8816,9.8326,0.1401,0.08,0.6276,0.9338,0.0126,0,0.0056,0,0.0107,0.02,0.0376,0,0.0066,0.0138,0.2021,0.0061
7.8,5.2,2.439,7.7639,3.4445,0.042,0.8997,9.1173,0.1487,0.0468,0.4668,0.8095,0.0091,0,0.003,0.0019,0.012,0.0092,0.0267,0.0079,0.0078,0,0.0315,0.0034
8,5.2,2.439,6.1744,5.0331,0.0962,1.0335,8.7124,0.1288,0.0593,0.4758,0.7282,0.0028,0,0.0058,0,0.0057,0.0316,0.0163,0.0131,0.005,0.0245,0.0371,0.0042
8.2,5.2,2.439,0.5505,4.3052,0.0991,0.8739,9.9854,0.1935,0.0371,0.6023,0.8141,0.0045,0,0.0055,0,0.0184,0.0216,0.0511,0.0322,0.0267,0.0463,0.1198,0.0034
8.4,5.2,2.439,0,3.8065,0.014,0.8975,10.0503,0.1412,0.0612,0.69,0.9189,0,0,0.0068,0,0.011,0.041,0.0159,0.0152,0.0135,0.0144,0.2109,0
8.6,5.2,2.439,2.7978,5.2373,0,0.9759,9.1262,0.1189,0.0378,0.5084,0.8975,0.013,0,0.0039,0,0.0151,0,0.0244,0.0224,0,0.0113,0.0919,0.0024
8.8,5.2,2.439,15.1602,4.6795,0,0.8476,7.6588,0.1043,0.0407,0.3629,0.7319,0.0051,0.0027,0.0069,0,0.0037,0.0026,0.0121,0.0241,0.0048,0.0181,0.0169,0.0018
9,5.2,2.439,1.2142,5.0075,0,1.0787,8.4384,0.1329,0.0468,0.5323,1.0939,0.0075,0,0.0057,0.0026,0.0079,0.0297,0.0192,0,0.0245,0.0364,0.0917,0.0072
9.2,5.2,2.439,1.9774,4.6979,0.0775,1.0965,7.6942,0.1633,0.0401,0.502,1.2136,0.0064,0,0.0124,0,0.0083,0.0158,0.0268,0.0154,0.0146,0.0079,0.1436,0.0045
9.4,5.2,2.439,8.5312,5.4829,0,1.0609,7.1475,0.1303,0.0452,0.3858,0.9953,0.0084,0.003,0.0036,0,0.005,0.0199,0.0171,0.0165,0,0.0273,0.0111,0.0021
9.6,5.2,2.439,5.8662,7.8741,0.101,1.0133,7.5363,0.1368,0.0287,0.3751,0.9025,0.0041,0,0.0036,0,0.0042,0.023,0.0144,0,0.0194,0.0262,0.0338,0.0018
9.8,5.2,2.439,0,5.2374,0,1.0875,8.2238,0.1548,0.0346,0.6032,1.134,0.0131,0,0.0096,0.0006,0.0149,0.0118,0.0504,0.0186,0.02,0.0156,0.0844,0.0101
0,5.4,2.439,9.776,2.8962,2.3032,0.6228,9.3279,0.0712,0.0412,0.3998,0.4971,0.0082,0,0.003,0,0.0071,0.0127,0.039,0.0201,0.0106,0.0245,0.0372,0.0036
0.2,5.4,2.439,0.7588,1.5045,1.5463,0.5769,10.4662,0.0799,0.0535,0.5898,0.7183,0,0.0059,0,0,0.0174,0.0515,0.0299,0.037,0.0117,0.0258,0.0679,0.0016
0.4,5.4,2.439,8.2564,4.267,2.7032,0.6532,9.8212,0.0684,0.0417,0.3869,0.4845,0.009,0,0.0028,0.0058,0.0164,0.0056,0.0224,0,0.0043,0.0144,0.0664,0.0005
0.6,5.4,2.439,4.2747,2.1503,2.1283,0.6514,9.7694,0.086,0.0567,0.4416,0.6188,0.0114,0.0025,0.0059,0,0.0154,0.0042,0.0197,0.0165,0.0135,0.0111,0.0602,0.0043
0.8,5.4,2.439,1.6991,3.6609,2.5309,0.6593,9.4513,0.0948,0.0648,0.4367,0.6109,0.0038,0,0.0075,0,0.0119,0.0174,0.0309,0.0274,0.0049,0.0071,0.0978,0.0027
1,5.4,2.439,1.7637,2.8917,2.3095,0.6181,10.0166,0.0975,0.0862,0.479,0.5895,0.0115,0,0.0032,0.0058,0.0089,0.0097,0.0248,0.0122,0,0.0165,0.0606,0.0006
1.2,5.4,2.439,13.2689,4.0169,2.2689,0.7292,8.7699,0.0742,0.0803,0.3685,0.5229,0.0079,0,0.0035,0.0051,0.0145,0.0058,0.0141,0.0067,0,0.0197,0.0813,0.0018
1.4,5.4,2.439,7.3242,3.4219,1.715,0.8732,8.2392,0.1013,0.1618,0.4466,0.6507,0.0128,0,0.0084,0.0062,0.0146,0.0102,0.008,0.0148,0.0072,0.0131,0.028,0.0091
