X,Y_c,Z,Al,Si,S,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Y,Sr,Zr,Pb,Rb,Bi,U,Co,La,Ce,maxElement,minElement,maxValue,minValue
7.399,0.5,0,27.2644,8.4293,0.0,2.1819,22.8702,0.2386,0.0847,0.9344,1.2916,0.0144,0.0051,0.0277,0.0,0.0155,0.0248,0.0813,0.0508,0.009,0.0,0.0997,0.0109,0.0,0.0,Al,S,27.2644,0.0
7.499,0.5,0,0.0,6.44,0.1302,1.9991,25.4483,0.3327,0.1485,1.3307,2.0288,0.0,0.0,0.0522,0.0,0.0527,0.0629,0.1938,0.0496,0.0763,0.0535,0.3861,0.0187,0.0,0.0308,Ca,Al,25.4483,0.0
7.599,0.5,0,19.5941,16.5032,0.1385,2.2658,23.3695,0.1972,0.1051,0.8847,1.2651,0.0064,0.0,0.024,0.0054,0.0536,0.0962,0.0581,0.0307,0.0197,0.0,0.6318,0.0268,0.0205,0.0,Ca,Cu,23.3695,0.0
7.699,0.5,0,4.553,0.0,0.0763,1.9103,26.3149,0.2406,0.1335,1.3806,2.1058,0.0274,0.0,0.068,0.0208,0.0599,0.1127,0.117,0.145,0.0534,0.0434,0.2602,0.0393,0.0,0.0,Ca,Si,26.3149,0.0
7.799,0.5,0,46.733,7.3662,0.0,1.9764,25.1494,0.1203,0.055,0.8152,1.1563,0.012,0.0094,0.0131,0.0279,0.063,0.0339,0.0965,0.0,0.016,0.03,0.1891,0.017,0.0,0.0,Al,S,46.733,0.0
7.899,0.5,0,5.5075,2.4215,0.0,1.5876,27.7797,0.2045,0.0944,1.3628,1.8133,0.0233,0.0,0.0144,0.0256,0.1316,0.0783,0.0533,0.0227,0.047,0.0,0.598,0.0191,0.0141,0.0,Ca,S,27.7797,0.0
0.0,0.6,0,0.0,2.9448,0.0,1.8083,25.2053,0.3228,0.0538,1.409,2.1302,0.0,0.0,0.038,0.0,0.1439,0.0516,0.1106,0.1069,0.0,0.0,0.6562,0.0104,0.0,0.0,Ca,Al,25.2053,0.0
0.1,0.6,0,0.0,7.2588,0.0,1.8427,24.9517,0.2589,0.043,1.3234,1.9819,0.044,0.0,0.0462,0.0654,0.1368,0.1036,0.0901,0.0,0.0,0.0,0.0855,0.0142,0.0,0.0301,Ca,Al,24.9517,0.0
0.2,0.6,0,22.4656,0.2054,0.0,1.7193,23.7132,0.2042,0.0221,0.9706,1.4095,0.0221,0.0,0.0605,0.0205,0.113,0.0392,0.1079,0.0,0.0,0.0,0.0677,0.017,0.0,0.0,Ca,S,23.7132,0.0
0.3,0.6,0,0.0,1.1128,0.0,1.5088,27.0183,0.2668,0.0525,1.4426,1.9457,0.0,0.0,0.0333,0.0244,0.0873,0.1475,0.2882,0.0,0.0761,0.1165,0.5702,0.0415,0.0,0.0,Ca,Al,27.0183,0.0
0.4,0.6,0,26.4325,3.29,0.0,1.5846,23.1816,0.1407,0.0233,0.8401,1.1815,0.006,0.0,0.0227,0.0,0.0273,0.0914,0.0058,0.0,0.0,0.0,0.083,0.0128,0.0,0.0,Al,S,26.4325,0.0
0.5,0.6,0,19.9798,8.3437,0.0,1.8332,23.4717,0.2274,0.011,0.9419,1.3968,0.0262,0.0035,0.0229,0.0,0.0048,0.023,0.1085,0.076,0.0479,0.0434,0.3728,0.0185,0.0,0.0028,Ca,S,23.4717,0.0
0.6,0.6,0,25.9193,6.4261,0.0,1.9595,21.6766,0.2335,0.0166,0.8722,1.3844,0.02,0.0,0.039,0.032,0.0271,0.0683,0.1248,0.0238,0.0118,0.0633,0.0,0.0165,0.0291,0.0,Al,S,25.9193,0.0
0.7,0.6,0,25.1071,6.7782,0.0,2.0187,20.5653,0.2217,0.0415,0.8591,1.4055,0.0,0.0,0.0213,0.0128,0.0,0.1125,0.0507,0.0,0.0784,0.0729,0.108,0.0199,0.0141,0.0411,Al,S,25.1071,0.0
0.8,0.6,0,5.8,6.2912,0.0,2.0209,21.7252,0.2854,0.0472,1.0485,2.0232,0.0,0.0,0.0,0.0054,0.0239,0.0724,0.0437,0.0369,0.0152,0.0343,0.3796,0.0,0.0,0.0,Ca,S,21.7252,0.0
0.9,0.6,0,14.9871,10.9206,0.0,1.813,21.1618,0.2134,0.0372,0.7911,1.637,0.0,0.0109,0.0142,0.0085,0.0511,0.0769,0.0,0.0,0.0074,0.026,0.1445,0.0,0.0,0.0,Ca,S,21.1618,0.0
1.0,0.6,0,24.4945,10.3803,0.0204,1.5126,21.4245,0.1564,0.0389,0.7924,1.2976,0.003,0.0,0.0295,0.0035,0.0384,0.0594,0.0336,0.0,0.0061,0.0336,0.0,0.0147,0.0026,0.0474,Al,Cu,24.4945,0.0
1.1,0.6,0,14.6734,6.7147,0.0,1.4932,22.4124,0.1698,0.0344,1.0431,1.355,0.0139,0.0,0.0253,0.0,0.0683,0.0595,0.0745,0.0174,0.0578,0.0,0.336,0.0294,0.0,0.0,Ca,S,22.4124,0.0
1.2,0.6,0,10.8913,10.6772,0.0,1.663,22.5373,0.1528,0.0465,1.111,1.3524,0.0,0.0113,0.01,0.0,0.1131,0.0492,0.0736,0.021,0.0,0.0413,0.0473,0.0451,0.0,0.0,Ca,S,22.5373,0.0
1.3,0.6,0,45.33,2.6175,0.0,1.6241,21.1653,0.1449,0.0203,0.9132,1.1126,0.0,0.0,0.0182,0.0,0.0446,0.0374,0.0431,0.0,0.0,0.0646,0.2109,0.0059,0.0,0.0,Al,S,45.33,0.0
1.4,0.6,0,34.2169,13.0041,0.0,1.7544,20.8787,0.1569,0.0309,0.8057,1.1469,0.0,0.0,0.0157,0.0075,0.0027,0.0337,0.0648,0.0283,0.0364,0.0549,0.1556,0.0144,0.0,0.0,Al,S,34.2169,0.0
1.5,0.6,0,17.5047,7.5228,0.0,1.7568,21.4083,0.2691,0.0423,0.9216,1.4251,0.0111,0.0,0.0154,0.0557,0.0466,0.0434,0.125,0.0,0.0366,0.0419,0.0,0.0174,0.0158,0.0,Ca,S,21.4083,0.0
1.6,0.6,0,0.0,3.5858,0.0,1.9351,23.0237,0.3535,0.072,1.2864,2.0952,0.0,0.0,0.0594,0.0485,0.0313,0.2001,0.0228,0.0502,0.0115,0.1487,0.3118,0.0017,0.0303,0.0309,Ca,Al,23.0237,0.0
1.7,0.6,0,23.8034,11.5492,0.0,2.0851,20.116,0.1867,0.0572,0.7688,1.3364,0.0,0.0,0.0361,0.0,0.0361,0.0409,0.0674,0.0,0.0304,0.0,0.2843,0.0116,0.0,0.0,Al,S,23.8034,0.0
1.8,0.6,0,6.3043,5.3526,0.0,2.4095,21.9133,0.3388,0.0761,1.1419,2.0376,0.0,0.0,0.056,0.0188,0.0669,0.0436,0.1137,0.044,0.0426,0.1086,0.1656,0.0276,0.0,0.0,Ca,S,21.9133,0.0
1.9,0.6,0,34.8918,9.3608,0.0,2.1742,19.9942,0.2099,0.0575,0.7705,1.3765,0.0,0.0,0.028,0.0192,0.0326,0.0756,0.0313,0.0,0.0102,0.0313,0.2335,0.0051,0.0189,0.0198,Al,S,34.8918,0.0
2.0,0.6,0,37.1557,0.0,0.0,1.8669,20.6177,0.2085,0.0522,0.9464,1.2041,0.0,0.0,0.0378,0.0068,0.0,0.0373,0.0,0.0,0.0225,0.031,0.0765,0.0065,0.0,0.0,Al,Si,37.1557,0.0
2.1,0.6,0,6.887,3.7659,0.0,1.5506,23.7418,0.363,0.0757,1.6876,1.537,0.0,0.0,0.0484,0.0238,0.1487,0.1448,0.0761,0.0483,0.0438,0.0761,0.3838,0.0218,0.0,0.0,Ca,S,23.7418,0.0
2.2,0.6,0,28.2043,6.3553,0.0,1.5915,22.7239,0.2132,0.0463,1.244,1.726,0.0058,0.0,0.026,0.0,0.032,0.0443,0.0223,0.0,0.0247,0.0,0.0877,0.0211,0.035,0.0,Al,S,28.2043,0.0
2.3,0.6,0,26.9561,2.3517,0.0615,1.7137,19.8503,0.2493,0.0756,1.1118,2.9539,0.0133,0.0,0.0265,0.0,0.0223,0.1174,0.0496,0.0346,0.0,0.0455,0.5246,0.0157,0.0576,0.0567,Al,Cu,26.9561,0.0
2.4,0.6,0,16.4787,11.6678,0.0,2.0224,18.1652,0.2937,0.0469,0.9143,2.5607,0.0068,0.0,0.0,0.0,0.0812,0.0404,0.1541,0.0654,0.0364,0.0,0.2484,0.01,0.0419,0.0663,Ca,S,18.1652,0.0
2.5,0.6,0,29.5452,10.5658,0.1344,2.0308,18.7784,0.2567,0.0424,0.868,1.5683,0.0049,0.0,0.023,0.0,0.0266,0.0432,0.0426,0.0349,0.0074,0.0237,0.3834,0.0238,0.0011,0.0102,Al,Cu,29.5452,0.0
2.6,0.6,0,28.9082,11.7357,0.0,1.9889,19.9991,0.2211,0.0529,0.8635,1.3285,0.0,0.0,0.0111,0.0249,0.0631,0.0,0.0787,0.0,0.0,0.0905,0.1724,0.0092,0.0,0.0005,Al,S,28.9082,0.0
2.7,0.6,0,6.1039,8.0839,0.0,1.9319,20.9511,0.2527,0.0645,1.1668,1.8722,0.0121,0.0,0.0299,0.0,0.1455,0.0254,0.0256,0.0434,0.0103,0.0195,0.0,0.0196,0.0,0.0,Ca,S,20.9511,0.0
2.8,0.6,0,14.535,8.0399,0.0775,2.2872,19.7874,0.2014,0.0658,0.9911,1.7814,0.0258,0.0,0.0,0.0307,0.0576,0.0435,0.1201,0.0351,0.0,0.0837,0.0492,0.0222,0.0065,0.0,Ca,Cu,19.7874,0.0
2.9,0.6,0,4.4856,10.4864,0.0,1.9258,20.4966,0.293,0.0802,1.1337,1.7871,0.0,0.0,0.0127,0.0,0.0224,0.0418,0.0672,0.0808,0.0603,0.0496,0.3053,0.0187,0.0,0.0027,Ca,S,20.4966,0.0
3.0,0.6,0,38.0565,13.4229,0.0,2.1198,19.1899,0.1551,0.0406,0.7831,1.0439,0.0056,0.0,0.0119,0.0,0.0079,0.0133,0.0923,0.0,0.016,0.0129,0.0853,0.0208,0.0,0.0,Al,S,38.0565,0.0
3.1,0.6,0,14.0568,4.7051,0.0,2.0757,21.2154,0.2034,0.0571,1.1276,1.4578,0.0121,0.0,0.0232,0.0,0.0638,0.1421,0.0482,0.05,0.0128,0.1847,0.2801,0.0271,0.0,0.0,Ca,S,21.2154,0.0
3.2,0.6,0,9.9232,8.0492,0.0,1.9234,21.0551,0.2317,0.0769,1.1628,1.4213,0.0173,0.0137,0.0107,0.0024,0.0574,0.0,0.102,0.0384,0.0283,0.0,0.5507,0.0118,0.0311,0.0,Ca,S,21.0551,0.0
3.3,0.6,0,4.2521,9.9521,0.0,1.8711,21.0948,0.2412,0.0464,1.1336,1.6248,0.0187,0.0049,0.02,0.0,0.1003,0.0724,0.1095,0.0338,0.027,0.0262,0.1705,0.0239,0.0,0.0,Ca,S,21.0948,0.0
3.4,0.6,0,1.3395,12.167,0.0,1.92,21.089,0.246,0.0631,1.254,1.8309,0.0448,0.0,0.0,0.0437,0.1107,0.0499,0.1046,0.0245,0.0175,0.0869,0.2102,0.0333,0.0,0.0118,Ca,S,21.089,0.0
3.499,0.6,0,6.7638,11.3888,0.0,1.8691,19.7072,0.3196,0.0618,1.1225,1.5453,0.0,0.0,0.0273,0.0199,0.0357,0.0,0.1087,0.0316,0.0834,0.0469,0.0999,0.0297,0.0,0.0,Ca,S,19.7072,0.0
3.599,0.6,0,0.0,3.1446,0.0,1.6912,20.6785,0.5045,0.0518,1.6169,2.299,0.0,0.0,0.0,0.0158,0.1253,0.1933,0.0,0.0906,0.0058,0.0,0.782,0.0137,0.0394,0.0,Ca,Al,20.6785,0.0
3.699,0.6,0,0.0,12.6905,0.0,1.9017,19.8119,0.3482,0.0771,1.1539,1.7556,0.0096,0.0198,0.0201,0.0,0.025,0.0,0.1336,0.0552,0.0266,0.1868,0.0,0.0315,0.0,0.0028,Ca,Al,19.8119,0.0
3.799,0.6,0,0.0,3.4226,0.0,2.0664,21.3195,0.4735,0.0853,1.4608,2.2168,0.0,0.0,0.0286,0.0,0.092,0.1306,0.0579,0.1956,0.0713,0.158,0.0,0.0379,0.0,0.0066,Ca,Al,21.3195,0.0
3.899,0.6,0,20.9099,11.2559,0.0,2.3192,20.4036,0.2907,0.0843,0.9208,1.4896,0.0,0.0,0.0495,0.0,0.024,0.045,0.0,0.0254,0.0064,0.0745,0.1456,0.021,0.0,0.0013,Al,S,20.9099,0.0
3.999,0.6,0,18.0568,5.7455,0.0,2.1632,21.3346,0.3093,0.0645,1.0134,1.655,0.0238,0.0,0.0343,0.0504,0.0376,0.0829,0.0783,0.0,0.0246,0.0,0.4561,0.032,0.0,0.0,Ca,S,21.3346,0.0
4.099,0.6,0,0.0,7.9467,0.0,2.1901,21.6767,0.347,0.1401,1.1884,2.2711,0.0,0.0,0.0343,0.0676,0.0176,0.0823,0.0701,0.0,0.0,0.0698,0.0,0.018,0.0032,0.0007,Ca,Al,21.6767,0.0
4.199,0.6,0,21.3724,10.0413,0.2505,2.2681,20.4617,0.2212,0.0772,0.8307,1.4816,0.0108,0.0,0.0128,0.0158,0.0215,0.0094,0.0072,0.0795,0.0372,0.0505,0.067,0.0011,0.0,0.0076,Al,Cu,21.3724,0.0
4.299,0.6,0,24.5181,5.2302,0.0,2.1731,21.0965,0.2296,0.0711,0.8714,1.468,0.0222,0.0,0.0288,0.0287,0.0583,0.0836,0.047,0.0693,0.0176,0.0,0.2863,0.0145,0.0,0.0,Al,S,24.5181,0.0
4.399,0.6,0,33.1982,9.6813,0.0,2.318,21.303,0.2092,0.0832,0.7802,1.3663,0.0164,0.0,0.022,0.0,0.0495,0.0716,0.0964,0.0214,0.0464,0.0,0.0457,0.0021,0.0,0.0,Al,S,33.1982,0.0
4.499,0.6,0,0.0,7.5182,0.0,2.0836,22.5179,0.4748,0.1043,1.219,2.1166,0.0,0.0,0.0654,0.079,0.0986,0.0977,0.0753,0.0247,0.0,0.0403,0.1551,0.0108,0.0542,0.0,Ca,Al,22.5179,0.0
4.599,0.6,0,24.1183,13.5969,0.0,2.2081,20.0741,0.4448,0.0844,0.8073,1.4664,0.0278,0.0,0.0124,0.0,0.0141,0.0512,0.1017,0.0806,0.0417,0.1102,0.318,0.0136,0.0,0.0067,Al,S,24.1183,0.0
4.699,0.6,0,9.2332,4.0288,0.0,1.8991,20.8581,0.583,0.094,1.1128,1.8779,0.0,0.0,0.0343,0.0346,0.0418,0.041,0.0316,0.0,0.0708,0.0,0.3876,0.0009,0.0809,0.0,Ca,S,20.8581,0.0
4.799,0.6,0,26.2085,12.2021,0.0,2.0798,20.2374,0.3206,0.0616,0.8403,1.3192,0.0,0.0,0.0061,0.01,0.0062,0.0233,0.0427,0.0,0.0097,0.0,0.0,0.0136,0.015,0.0,Al,S,26.2085,0.0
4.899,0.6,0,42.4423,4.6139,0.0,2.161,20.3863,0.1796,0.0674,0.7397,1.1886,0.0,0.0,0.0239,0.0,0.0346,0.074,0.0287,0.0267,0.0178,0.0883,0.0,0.0006,0.014,0.0145,Al,S,42.4423,0.0
4.999,0.6,0,40.3369,6.7945,0.0,2.0094,20.6754,0.1744,0.0692,0.7654,1.23,0.0088,0.0,0.0043,0.0328,0.0473,0.061,0.0328,0.0,0.025,0.0305,0.0,0.006,0.0,0.0,Al,S,40.3369,0.0
5.099,0.6,0,29.4861,5.937,0.0,2.0208,22.1691,0.1578,0.0785,0.8402,1.3209,0.013,0.0067,0.0277,0.0253,0.0,0.0917,0.0518,0.0,0.0087,0.0,0.138,0.0105,0.0,0.0137,Al,S,29.4861,0.0
5.199,0.6,0,27.463,4.0939,0.0,1.9118,22.3867,0.1722,0.0557,0.8558,1.2915,0.0,0.0,0.0241,0.01,0.062,0.0692,0.124,0.0153,0.0071,0.0346,0.4151,0.0068,0.0,0.0,Al,S,27.463,0.0
5.299,0.6,0,12.3047,3.8413,0.1839,2.0976,22.7035,0.2323,0.0687,1.0198,1.5447,0.0,0.0,0.0,0.0,0.0182,0.0224,0.094,0.0361,0.0,0.0,0.1287,0.0217,0.0,0.0375,Ca,Ni,22.7035,0.0
5.399,0.6,0,3.7877,4.2807,0.1162,1.7567,21.2101,0.3411,0.0582,1.0136,1.7139,0.0,0.0,0.0561,0.0,0.025,0.0641,0.0881,0.0751,0.035,0.0727,0.2289,0.0255,0.0085,0.0,Ca,Ni,21.2101,0.0
5.499,0.6,0,0.0,3.3054,0.0,1.4156,17.5046,0.2706,0.0647,0.9522,1.6291,0.0638,0.0,0.0,0.0256,0.1018,0.0559,0.0804,0.0455,0.0659,0.0,0.5586,0.0,0.0,0.0105,Ca,Al,17.5046,0.0
5.599,0.6,0,20.1643,7.3887,0.0,1.1667,13.4389,0.1328,0.0543,0.4802,0.7784,0.0,0.0122,0.0072,0.0,0.079,0.0438,0.0537,0.0288,0.0407,0.021,0.1973,0.0175,0.0,0.0,Al,S,20.1643,0.0
5.699,0.6,0,20.592,3.0259,0.0,1.1272,13.0721,0.1219,0.0485,0.4785,0.6821,0.0,0.0072,0.0,0.0,0.0407,0.0315,0.0251,0.038,0.0058,0.0256,0.1537,0.0,0.0,0.0,Al,S,20.592,0.0
5.799,0.6,0,0.0,7.3462,0.0,1.5554,18.8664,0.2467,0.0786,0.9674,1.478,0.0166,0.0,0.0,0.0112,0.0339,0.0476,0.0538,0.0886,0.0411,0.0956,0.187,0.0057,0.0,0.0,Ca,Al,18.8664,0.0
5.899,0.6,0,23.2964,2.2757,0.0,2.4249,22.6497,0.3364,0.0898,1.0232,1.7897,0.0135,0.0,0.0,0.0552,0.0,0.0203,0.0,0.0484,0.075,0.0,0.0,0.0369,0.0114,0.0207,Al,S,23.2964,0.0
5.999,0.6,0,18.0058,10.8646,0.0,2.5834,23.0216,0.2877,0.0895,1.003,1.7371,0.0,0.0,0.0361,0.024,0.0104,0.0,0.0716,0.0,0.0,0.0,0.184,0.0138,0.0,0.0,Ca,S,23.0216,0.0
6.099,0.6,0,24.1538,2.474,0.056,2.6671,22.8925,0.218,0.1014,1.0212,1.703,0.0249,0.0,0.0,0.0063,0.0,0.0977,0.0471,0.0617,0.0647,0.036,0.1742,0.0034,0.0177,0.0,Al,Cu,24.1538,0.0
6.199,0.6,0,0.0,10.2839,0.0585,2.494,24.2516,0.2799,0.1022,1.2098,2.1923,0.0379,0.0,0.0386,0.0892,0.062,0.084,0.1294,0.0,0.0469,0.0659,0.4308,0.0268,0.0,0.0115,Ca,Al,24.2516,0.0
6.299,0.6,0,20.9368,4.8121,0.0215,2.5014,22.6095,0.2744,0.0732,0.9511,1.6618,0.0,0.0,0.0434,0.0,0.0458,0.0504,0.0673,0.0788,0.0042,0.0506,0.4751,0.0088,0.0,0.0,Ca,Ni,22.6095,0.0
6.399,0.6,0,17.9368,11.3257,0.0,2.5555,22.1405,0.2263,0.1032,0.9821,1.6638,0.0358,0.0,0.0,0.0,0.0441,0.0392,0.0882,0.1159,0.0187,0.0735,0.5754,0.025,0.026,0.0,Ca,S,22.1405,0.0
6.499,0.6,0,26.663,11.3628,0.0,2.6564,21.4432,0.3094,0.0583,0.8632,1.5627,0.021,0.0125,0.0126,0.0,0.0203,0.0412,0.0651,0.0506,0.0264,0.0,0.438,0.023,0.0052,0.0055,Al,S,26.663,0.0
6.599,0.6,0,25.4022,10.9787,0.0,2.9913,21.1692,0.3194,0.1004,0.95,1.7777,0.0,0.0,0.032,0.0332,0.0873,0.0,0.0754,0.0,0.0,0.0525,0.3074,0.0275,0.0,0.0,Al,S,25.4022,0.0
6.699,0.6,0,41.877,8.8687,0.0,2.9525,19.7094,0.2526,0.1039,0.7808,1.5959,0.0067,0.0,0.0074,0.0249,0.0079,0.0,0.0258,0.0,0.0058,0.0218,0.0,0.0197,0.0,0.0211,Al,S,41.877,0.0
6.799,0.6,0,26.4925,0.0,0.1484,2.5682,21.0232,0.2226,0.1117,1.0015,1.8681,0.018,0.0,0.0413,0.0,0.0201,0.0766,0.1636,0.0812,0.085,0.0,0.398,0.0113,0.0,0.0,Al,Si,26.4925,0.0
6.899,0.6,0,3.9474,2.1744,0.0,2.4364,24.1708,0.3876,0.1379,1.3556,2.4535,0.0,0.0,0.0183,0.0,0.1946,0.0523,0.2592,0.2189,0.0,0.0,0.1959,0.0043,0.0,0.0,Ca,S,24.1708,0.0
6.999,0.6,0,21.7589,9.3841,0.1149,2.556,23.2987,0.3394,0.1266,0.9602,1.693,0.0184,0.0997,0.0149,0.0,0.0584,0.079,0.1626,0.0632,0.0129,0.0259,0.3733,0.0285,0.0525,0.012,Ca,As,23.2987,0.0
7.099,0.6,0,11.745,6.0097,0.0,2.5357,21.7411,0.262,0.1397,1.1328,1.9536,0.0096,0.0281,0.007,0.0686,0.0348,0.0736,0.0672,0.0,0.0381,0.1733,0.1182,0.0342,0.0,0.0,Ca,S,21.7411,0.0
7.199,0.6,0,9.5754,3.0576,0.0,2.0895,21.8831,0.3165,0.1075,1.2122,2.1494,0.0223,0.0,0.0,0.0375,0.0412,0.0,0.1234,0.027,0.077,0.0503,0.0,0.0218,0.0,0.0075,Ca,S,21.8831,0.0
7.299,0.6,0,5.1509,11.8283,0.0,2.3942,23.1278,0.2848,0.0875,1.1902,1.8345,0.0,0.0,0.0457,0.0807,0.0527,0.0406,0.0423,0.0,0.0,0.0,0.3135,0.0354,0.0,0.0049,Ca,S,23.1278,0.0
7.399,0.6,0,0.0,8.5253,0.0231,2.4872,23.9341,0.2857,0.0749,1.2832,2.0598,0.0114,0.0,0.038,0.0,0.0319,0.0,0.0973,0.1522,0.0425,0.1269,0.1579,0.033,0.0374,0.0047,Ca,Al,23.9341,0.0
7.499,0.6,0,33.1588,8.4521,0.0505,2.4027,22.3885,0.1817,0.0911,0.8213,1.2835,0.0056,0.0,0.0081,0.0196,0.0049,0.0,0.0588,0.0472,0.0,0.0561,0.0,0.0173,0.0,0.0054,Al,Cu,33.1588,0.0
7.599,0.6,0,22.5849,14.5035,0.0,2.2943,22.5884,0.1827,0.0822,0.8342,1.3839,0.0098,0.0,0.0144,0.0202,0.0044,0.042,0.0358,0.0,0.0091,0.0,0.1804,0.0278,0.0,0.0,Ca,S,22.5884,0.0
7.699,0.6,0,9.061,4.7073,0.0,1.9851,24.6028,0.2729,0.1322,1.1514,1.7905,0.0,0.0,0.0649,0.0562,0.1183,0.0,0.0452,0.0282,0.0,0.0,0.0,0.0293,0.0,0.0109,Ca,S,24.6028,0.0
7.799,0.6,0,26.4352,0.0,0.0,2.1532,23.8883,0.2226,0.0627,0.9639,1.4404,0.0225,0.0198,0.0251,0.0,0.0268,0.0167,0.0999,0.0616,0.0153,0.0,0.1483,0.0197,0.0,0.0076,Al,Si,26.4352,0.0
7.899,0.6,0,0.6473,6.2838,0.0,2.0916,25.3836,0.304,0.1195,1.3435,2.0046,0.0161,0.0,0.034,0.0582,0.0732,0.0373,0.0822,0.0236,0.0533,0.0,0.2016,0.0221,0.0,0.0,Ca,S,25.3836,0.0
0.0,0.7,0,24.298,7.4789,0.0,1.859,21.7883,0.2325,0.0456,0.9034,1.4344,0.0176,0.0,0.021,0.0258,0.0506,0.0232,0.0628,0.0447,0.029,0.0,0.2205,0.0199,0.0,0.0,Al,S,24.298,0.0
0.1,0.7,0,31.4567,7.7556,0.2142,2.0047,22.2984,0.2036,0.0414,0.8632,1.2747,0.0077,0.0,0.0195,0.0,0.1108,0.023,0.0892,0.0196,0.017,0.0,0.1209,0.0226,0.0,0.0229,Al,Cu,31.4567,0.0
0.2,0.7,0,49.2109,5.6721,0.0,1.7015,22.041,0.1489,0.0128,0.7467,1.016,0.0,0.0,0.0135,0.0,0.0355,0.0344,0.0528,0.0184,0.0102,0.0,0.0848,0.0,0.0,0.0,Al,S,49.2109,0.0
0.3,0.7,0,6.0421,4.2551,0.0,1.6453,24.2167,0.238,0.0527,1.1364,1.6497,0.0139,0.0,0.0,0.0036,0.0,0.0682,0.0992,0.0731,0.0288,0.0318,0.1685,0.0,0.0,0.0125,Ca,S,24.2167,0.0
0.4,0.7,0,16.575,7.9538,0.0,1.714,24.0846,0.191,0.0098,0.9331,1.3628,0.0064,0.0,0.0,0.0,0.0392,0.1118,0.0331,0.0417,0.0,0.0,0.3215,0.0068,0.0374,0.0031,Ca,S,24.0846,0.0
0.5,0.7,0,0.0,8.0418,0.0,1.7239,24.2734,0.2256,0.0605,1.1971,1.786,0.0,0.0,0.0,0.0,0.0652,0.1018,0.1254,0.128,0.0493,0.0,0.1965,0.0305,0.0,0.0,Ca,Al,24.2734,0.0
0.6,0.7,0,12.5613,6.4614,0.0,1.9872,22.1489,0.1916,0.0564,0.9795,1.4777,0.0,0.0,0.0,0.0,0.1298,0.0889,0.1537,0.037,0.0,0.0,0.2389,0.0284,0.0221,0.0347,Ca,S,22.1489,0.0
0.7,0.7,0,41.6216,2.0509,0.0161,1.746,20.1884,0.1792,0.0222,0.7634,1.1026,0.0086,0.01,0.0094,0.0354,0.0,0.0072,0.0695,0.0,0.0255,0.0226,0.0593,0.0129,0.0,0.0,Al,Y,41.6216,0.0
0.8,0.7,0,10.4621,12.5761,0.0,1.8182,20.7165,0.1836,0.035,0.8471,1.1986,0.0142,0.0079,0.0178,0.0,0.0487,0.0498,0.1085,0.0247,0.0492,0.1094,0.0,0.0055,0.0,0.0183,Ca,S,20.7165,0.0
0.9,0.7,0,15.2138,0.0,0.0,1.4313,19.4426,0.1804,0.0184,0.8217,1.3683,0.0211,0.0,0.0206,0.0,0.0599,0.0277,0.0729,0.0783,0.0,0.1546,0.0,0.0216,0.0,0.0,Ca,Si,19.4426,0.0
1.0,0.7,0,0.0,4.6943,0.2786,1.6612,22.4903,0.2553,0.0537,1.1532,1.6217,0.0118,0.0,0.0148,0.0212,0.0937,0.1464,0.1281,0.124,0.0105,0.0439,0.1782,0.0191,0.0042,0.0,Ca,Al,22.4903,0.0
1.1,0.7,0,30.2989,2.658,0.0,1.8111,22.8993,0.1753,0.0447,0.899,1.2252,0.0142,0.0,0.0224,0.0179,0.0358,0.0,0.0722,0.0355,0.0191,0.0418,0.4213,0.0307,0.0,0.0,Al,S,30.2989,0.0
1.2,0.7,0,10.5899,9.0908,0.0,1.6496,23.4605,0.2007,0.0549,1.1079,1.327,0.0,0.0,0.0474,0.0,0.0644,0.045,0.1097,0.088,0.0415,0.0411,0.0,0.0193,0.0,0.0,Ca,S,23.4605,0.0
1.3,0.7,0,21.9462,14.694,0.0,1.5016,22.5089,0.1935,0.0253,0.9197,1.0756,0.0,0.0,0.033,0.0,0.0711,0.0,0.0637,0.0585,0.0,0.0,0.3118,0.007,0.0,0.0175,Ca,S,22.5089,0.0
1.4,0.7,0,24.4938,6.0128,0.0,1.6123,21.6111,0.2006,0.0346,0.9247,1.2476,0.0048,0.0,0.0423,0.0234,0.0485,0.0398,0.0625,0.0317,0.0,0.0,0.2237,0.0205,0.0,0.0,Al,S,24.4938,0.0
1.5,0.7,0,15.663,6.6127,0.0,1.8199,21.9772,0.2685,0.0282,0.9819,1.4937,0.0,0.0,0.0354,0.0121,0.015,0.0263,0.0548,0.0695,0.0331,0.0371,0.2215,0.0194,0.0,0.0183,Ca,S,21.9772,0.0
1.6,0.7,0,33.6683,14.3421,0.0,1.7062,21.4239,0.1788,0.0606,0.8104,1.232,0.0,0.0,0.0103,0.0,0.0183,0.0224,0.0865,0.0,0.0,0.0397,0.2871,0.0076,0.0,0.003,Al,S,33.6683,0.0
1.7,0.7,0,19.2673,8.2467,0.1079,2.0801,22.255,0.2085,0.0534,0.9159,1.4665,0.0142,0.019,0.0295,0.0081,0.0419,0.048,0.084,0.0479,0.0054,0.0,0.3543,0.0153,0.0,0.0,Ca,Bi,22.255,0.0
